Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Has outliers,SMA 20,SMA 50,EMA 20,RSI 14
2023-06-06 00:00:00-04:00,83.0222354183815,86.48581900073002,82.64473149217473,86.24044036865234,1317400,0.0,0.0,-1.0,82.26628684997559,83.53884857177735,82.46836547078036,53.33331474927159
2023-06-07 00:00:00-04:00,86.08001028546356,88.68477966008649,86.08001028546356,86.2781982421875,978600,0.0,0.0,-1.0,82.45928497314453,83.59679519653321,82.83120668710484,56.58693907591319
2023-06-08 00:00:00-04:00,86.52956967842415,87.620439398137,86.52956967842415,87.45917510986328,526100,0.465,0.0,-1.0,82.64479751586914,83.63419357299804,83.27196558451041,61.35746745031134
2023-06-09 00:00:00-04:00,88.54055698331446,88.80616577222729,87.37380627540601,87.55403900146484,998200,0.0,0.0,-1.0,82.85156898498535,83.71709075927734,83.67978210041083,60.90094358453906
2023-06-12 00:00:00-04:00,87.48764121797804,88.84411252977716,87.48764121797804,88.56902313232422,552100,0.0,0.0,-1.0,83.26056251525878,83.81632400512696,84.14542410345021,60.86175225093416
2023-06-13 00:00:00-04:00,90.85508531360112,91.97441116203697,89.82113551685116,90.51359558105469,924900,0.0,0.0,-1.0,83.54500160217285,83.95727981567383,84.75191662512682,77.86734572667339
2023-06-14 00:00:00-04:00,92.04083029834247,93.99490520394768,91.5191149940916,93.56804656982422,1707200,0.0,0.0,-1.0,83.99348831176758,84.13440948486328,85.59154804843133,81.64490808710579
2023-06-15 00:00:00-04:00,93.33088762980043,94.17512417356656,92.61945185221555,93.09374237060547,1787900,0.0,0.0,-1.0,84.48762588500976,84.29204940795898,86.30604274578126,78.07276935396669
2023-06-16 00:00:00-04:00,93.09374431235989,94.6494166661592,92.86608688517194,93.38780212402344,1372400,0.0,0.0,-1.0,85.04978828430175,84.48690307617187,86.98049601989956,74.17832387840733
2023-06-20 00:00:00-04:00,91.82265190392357,91.97442111420064,90.22903539196788,90.35234832763672,946600,0.0,0.0,-1.0,85.44177551269532,84.59971878051758,87.30162481111262,79.5717551475708
2023-06-21 00:00:00-04:00,90.00136566039664,91.20606762313732,90.00136566039664,90.09622955322266,670200,0.0,0.0,-1.0,85.76904983520508,84.72138000488282,87.56777764369453,78.2736189184633
2023-06-22 00:00:00-04:00,90.07725546312572,90.21954406776686,89.31839496687145,89.62194061279297,1004700,0.0,0.0,-1.0,86.2972240447998,84.83393264770508,87.7634122121801,75.27147155939136
2023-06-23 00:00:00-04:00,88.21805394941876,88.41725513827186,87.60147470557801,88.28445434570312,642500,0.0,0.0,-1.0,86.77173690795898,84.93785568237304,87.81303527251563,68.4896836787911
2023-06-26 00:00:00-04:00,88.01884856594198,89.4227446596503,87.51610169844777,87.74375915527344,640500,0.0,0.0,-1.0,87.11351356506347,84.9928369140625,87.80643754706401,66.25006575804827
2023-06-27 00:00:00-04:00,92.05978882271853,92.4487032689113,90.95943139037082,91.86058044433594,2784100,0.0,0.0,-1.0,87.48276176452637,85.12298217773437,88.19254639442325,65.73666403051274
2023-06-28 00:00:00-04:00,91.52858854731818,92.76174687532013,90.85509683304308,91.19658660888672,1514100,0.0,0.0,-1.0,88.03304328918458,85.1632144165039,88.4786454624674,63.305117243241085
2023-06-29 00:00:00-04:00,91.50012632809398,92.98939827268194,91.40526967143278,92.95145416259766,1409000,0.0,0.0,-1.0,88.66587677001954,85.27535079956054,88.90462724343219,64.41016496692734
2023-06-30 00:00:00-04:00,92.45819958405079,93.14117912371238,91.34836145065039,91.71830749511719,1425700,0.0,0.0,-1.0,89.20402145385742,85.3884944152832,89.17259679121172,60.3100228142398
2023-07-03 00:00:00-04:00,94.137190002965,95.4841807176074,93.7292998245993,94.2035903930664,765700,0.0,0.0,-1.0,89.8272647857666,85.54888977050781,89.65173903900741,63.00352214599475
2023-07-05 00:00:00-04:00,93.09374687041723,93.42574880191815,92.57202438013057,93.08425903320312,733800,0.0,0.0,-1.0,90.3888786315918,85.70803894042969,89.9786457051213,56.16752941521025
2023-07-06 00:00:00-04:00,92.04083672053463,92.04083672053463,90.40927582693978,90.85511016845703,874000,0.0,0.0,-1.0,90.61961212158204,85.82109497070313,90.06211851115327,43.222741733456424
2023-07-07 00:00:00-04:00,90.46618425028976,91.9270000472643,90.25749524542202,91.49064636230469,960100,0.0,0.0,-1.0,90.88023452758789,86.0550161743164,90.1981687826915,46.02726599985858
2023-07-10 00:00:00-04:00,91.31042115723562,92.79969323462709,91.14915686572216,92.3538589477539,763700,0.0,0.0,-1.0,91.12496871948242,86.28109756469726,90.40347260793554,47.508016324285
2023-07-11 00:00:00-04:00,92.35385938126673,94.92451337471114,92.35385938126673,93.57752990722656,850600,0.0,0.0,-1.0,91.4261432647705,86.48163330078125,90.70576377929659,58.51708429622854
2023-07-12 00:00:00-04:00,96.57503679442212,97.53310570521613,96.08177782043764,97.5141372680664,1547000,0.0,0.0,-1.0,91.87339897155762,86.74957611083984,91.35418030203658,66.40107500689928
2023-07-13 00:00:00-04:00,99.43027592295732,99.75279727747449,98.73780849864977,99.5535888671875,1490200,0.0,0.0,-1.0,92.32539863586426,87.0601953125,92.13507635586048,70.53754185174094
2023-07-14 00:00:00-04:00,100.54959758455128,100.6634299230217,99.41130314824522,99.92353057861328,1501000,0.0,0.0,-1.0,92.6431728363037,87.37783599853516,92.87683390088455,75.0715634506254
2023-07-17 00:00:00-04:00,99.04135604865294,100.8531421849681,98.36785709952329,100.75828552246094,958200,0.0,0.0,-1.0,93.02639999389649,87.7321794128418,93.62744834103468,77.68368696907575
2023-07-18 00:00:00-04:00,99.90457232846015,100.35989449167349,96.80271496910142,97.94100952148438,1117200,0.0,0.0,-1.0,93.25406036376953,88.01469985961914,94.0382636915537,63.690822623680084
2023-07-19 00:00:00-04:00,98.41528914744428,98.97494852276418,97.50465215968855,97.61848449707031,890700,0.0,0.0,-1.0,93.61736717224122,88.28925979614257,94.3792371016029,64.68550245179713
2023-07-20 00:00:00-04:00,96.72681851377043,97.35287829323481,96.10075149720637,97.22007751464844,848200,0.0,0.0,-1.0,93.9735595703125,88.51338256835938,94.64979333141675,60.40706635223951
2023-07-21 00:00:00-04:00,97.05881990499579,97.52362262738913,96.54658523176452,96.95447540283203,1294100,0.0,0.0,-1.0,94.34018630981446,88.80410736083985,94.86928686202774,63.398073983550965
2023-07-24 00:00:00-04:00,96.40429212007206,100.32193659453935,96.17663468828704,100.15119171142578,1317300,0.0,0.0,-1.0,94.93352317810059,89.13215270996093,95.37232541911327,64.68385311852278
2023-07-25 00:00:00-04:00,101.49818393256302,101.90607412009376,100.01839964156771,100.7298355102539,1330600,0.0,0.0,-1.0,95.58282699584962,89.4783772277832,95.88256447541238,69.39370071121003
2023-07-26 00:00:00-04:00,101.49816720225498,104.19213377381585,101.19462157113405,103.3858413696289,939200,0.0,0.0,-1.0,96.15909004211426,89.93831100463868,96.59716227486157,81.11161119180595
2023-07-27 00:00:00-04:00,103.68938878143781,103.85065305472361,101.09027881801094,101.4981689453125,606200,0.0,0.0,-1.0,96.67416915893554,90.27177810668945,97.06392481490451,73.3924600901525
2023-07-28 00:00:00-04:00,103.33842137172252,103.33842137172252,101.49817182830952,102.9210433959961,1126000,0.0,0.0,-1.0,97.17264862060547,90.63823272705078,97.62174563215133,74.07087120487999
2023-07-31 00:00:00-04:00,102.43728387293433,104.23010179891787,102.04836933621057,103.14871978759766,737800,0.0,0.0,-1.0,97.74416923522949,91.0369873046875,98.14812412314622,72.8384057836456
2023-08-01 00:00:00-04:00,103.04435861180231,105.10278502556883,102.61750002686917,104.0308837890625,644000,0.0,0.0,-1.0,98.2355339050293,91.47471389770507,98.70838694847157,68.2034958534212
2023-08-02 00:00:00-04:00,101.58354129468914,101.91555045227366,100.11324500765389,101.31793975830078,796200,0.0,0.0,-1.0,98.64721794128418,91.85082061767578,98.95691578750292,54.74972139234408
2023-08-03 00:00:00-04:00,103.78426838723463,104.34392779889346,103.2625458534002,103.27203369140625,632200,0.0,0.0,-1.0,99.26806411743163,92.24524642944336,99.36787939739848,58.30590844661278
2023-08-04 00:00:00-04:00,104.72335798176128,105.1217603186293,102.75030749855817,102.94950866699219,951300,0.0,0.0,-1.0,99.84100723266602,92.72306747436524,99.7089869468836,55.57701464042073
2023-08-07 00:00:00-04:00,103.86962524300186,103.90756935355165,101.5361167224329,102.63646697998047,608500,0.0,0.0,-1.0,100.35513763427734,93.19991287231446,99.9877945690833,63.69665432407038
2023-08-08 00:00:00-04:00,100.55907576364973,101.99142789039037,100.29347423649514,101.45073699951172,711600,0.0,0.0,-1.0,100.7487979888916,93.61076309204101,100.1271224196003,60.64272344695578
2023-08-09 00:00:00-04:00,102.68390941180992,102.95899881355913,101.09029279150062,101.87761688232422,786200,0.0,0.0,-1.0,100.96697196960449,93.95880310058594,100.29383617795494,62.91424183383998
2023-08-10 00:00:00-04:00,103.3384253893803,104.31546274590846,101.6973769331898,101.73532104492188,1096600,0.0,0.0,-1.0,101.07605857849121,94.38969039916992,100.4311204509994,63.34740988232527
2023-08-11 00:00:00-04:00,99.0698116150572,99.0698116150572,96.53709459792537,97.7607650756836,924300,0.0,0.0,-1.0,100.96792030334473,94.73901000976562,100.17680089144551,43.604073887176874
2023-08-14 00:00:00-04:00,97.53311076693984,98.22557817097957,96.69836198414502,97.72282409667969,704900,0.0,0.0,-1.0,100.81614723205567,95.07435821533203,99.94308881575353,41.71457881802912
2023-08-15 00:00:00-04:00,98.26350087577248,98.33938909156375,97.06829404400378,97.39080810546875,580500,0.0,0.0,-1.0,100.78863716125488,95.38739990234374,99.70001446239307,31.05524682056536
2023-08-16 00:00:00-04:00,96.18612767170745,97.15367723638532,95.39880359983157,96.30944061279297,601500,0.0,0.0,-1.0,100.72318496704102,95.67654907226563,99.37710266719307,32.72278960730945
2023-08-17 00:00:00-04:00,97.71335519860367,97.8841001106583,96.00590607805735,96.22408294677734,1102800,0.0,0.0,-1.0,100.67338523864746,95.87622192382813,99.07681507477253,25.520280219535053
2023-08-18 00:00:00-04:00,93.4731834856036,94.01387442903798,92.66689098919785,93.23603820800781,913300,0.0,0.0,-1.0,100.48746337890626,96.01537872314454,98.52055061127112,19.850029261790695
2023-08-21 00:00:00-04:00,94.12771062045302,95.79720823235111,93.5300998647067,95.237548828125,876500,0.0,0.0,-1.0,100.24178123474121,96.17094619750976,98.20788377478101,24.95961157590027
2023-08-22 00:00:00-04:00,96.8501244682985,96.96395680048951,95.53159737809064,96.62246704101562,787100,0.0,0.0,-1.0,100.03641281127929,96.35231475830078,98.05689170489859,35.534835839207275
2023-08-23 00:00:00-04:00,96.24303216822406,97.86510489027795,96.06279945340728,97.36235809326172,814000,0.0,0.0,-1.0,99.73523864746093,96.52818145751954,97.99074564664747,30.322169590592765
2023-08-24 00:00:00-04:00,93.12221226719493,96.13870069493943,91.77522873481279,93.52061462402344,1702800,0.0,0.0,-1.0,99.33636093139648,96.5883218383789,97.56501888258803,24.565026437995627
2023-08-25 00:00:00-04:00,94.023374589086,94.09925558766585,91.75626601711463,93.681884765625,1007200,0.0,0.0,-1.0,98.87440299987793,96.59059860229492,97.19519658573442,25.64508531622927
2023-08-28 00:00:00-04:00,95.19010830222872,98.67139906937285,95.19010830222872,98.20659637451172,1284100,0.0,0.0,-1.0,98.62729682922364,96.69285568237305,97.29152037514179,42.532765385928414
2023-08-29 00:00:00-04:00,99.5725604390057,100.42628488683489,98.7188359911765,99.5156478881836,1105500,0.0,0.0,-1.0,98.40153503417969,96.81541259765625,97.50334204305052,44.77548568265583
2023-08-30 00:00:00-04:00,98.79472841680875,99.61998938720953,98.1402051061324,98.69038391113281,528200,0.0,0.0,-1.0,98.2701572418213,96.98217330932617,97.61639364953454,43.46233305529692
2023-08-31 00:00:00-04:00,97.70384996134062,99.37335466667946,97.70384996134062,98.15917205810547,1273600,0.0,0.0,-1.0,98.01451416015625,97.14343215942382,97.66808683130321,51.0038323250156
2023-09-01 00:00:00-04:00,99.13621971796468,102.0578442100188,98.71884168891411,99.07929992675781,1614200,0.0,0.0,-1.0,97.82100372314453,97.33257934570312,97.80248807848938,53.27232463957607
2023-09-05 00:00:00-04:00,96.69836905062893,96.9639706265141,95.3988102119335,96.1861343383789,1195300,0.0,0.0,-1.0,97.49848709106445,97.49061294555663,97.64854962705029,47.41349062380318
2023-09-06 00:00:00-04:00,95.2754843410428,95.99640073864612,94.78221813520983,95.0667953491211,740000,0.0,0.0,-1.0,97.17929000854492,97.63707366943359,97.4026682672475,47.33630672998109
2023-09-07 00:00:00-04:00,93.91773504048889,94.18473526118173,93.07859045042419,93.39327239990234,877200,0.525,0.0,-1.0,96.75507278442383,97.66772750854493,97.02082104178606,44.318783842464455
2023-09-08 00:00:00-04:00,94.09892468130623,94.09892468130623,92.81159792468546,93.83192443847656,740800,0.0,0.0,-1.0,96.35990295410156,97.72043426513672,96.71711660337563,51.332221670332785
2023-09-11 00:00:00-04:00,97.29340697462874,97.81787694808932,96.15864863671104,96.70219421386719,862000,0.0,0.0,-1.0,96.30697441101074,97.7954490661621,96.71569542342245,53.1520609060644
2023-09-12 00:00:00-04:00,97.29339690647167,97.73204116833256,96.64496467693593,96.84521484375,725000,0.0,0.0,-1.0,96.26309394836426,97.89798721313477,96.7280306063108,50.50644663055832
2023-09-13 00:00:00-04:00,96.05374972336907,96.64496240907717,95.82488615934311,96.42564392089844,668700,0.0,0.0,-1.0,96.21483573913574,97.94242828369141,96.69923187436676,47.83877630700195
2023-09-14 00:00:00-04:00,97.59854102023904,97.60807882109623,96.31121436251483,97.03593444824219,737100,0.0,0.0,-1.0,96.2511604309082,98.02146179199218,96.73129878616442,59.53205306967857
2023-09-15 00:00:00-04:00,96.88335819657046,97.46504036704677,96.31121382689828,96.78800201416016,722500,0.0,0.0,-1.0,96.27935638427735,98.14011962890625,96.73669909359259,58.38307065520659
2023-09-18 00:00:00-04:00,96.27307797315268,97.39829848046946,96.13957785153976,96.72126007080078,846100,0.0,0.0,-1.0,96.453617477417,98.24473190307617,96.73522871046956,44.72092940016552
2023-09-19 00:00:00-04:00,96.8833561110817,97.42689434185174,96.50192411444074,96.6163558959961,429700,0.0,0.0,-1.0,96.52255783081054,98.32998184204102,96.72390749004352,38.73099770359264
2023-09-20 00:00:00-04:00,95.34810024477632,95.54835041164691,93.72702330808461,93.76516723632812,644000,0.0,0.0,-1.0,96.37969284057617,98.33373458862305,96.44212270397537,33.46125901414902
2023-09-21 00:00:00-04:00,92.48737268836561,92.97369868779147,91.72451593605365,92.30619812011719,722700,0.0,0.0,-1.0,96.12688484191895,98.22957580566407,96.0482251245603,31.498651638460643
2023-09-22 00:00:00-04:00,99.02890365788107,99.44847958488613,96.88335684513117,97.11221313476562,1306700,0.0,0.0,-1.0,96.30646476745605,98.18074829101562,96.14955731600843,45.00830175002749
2023-09-25 00:00:00-04:00,94.44220731935665,96.89289837090752,94.43266951831886,96.13957214355469,906900,0.0,0.0,-1.0,96.42934913635254,98.10506912231445,96.1486063472033,49.869082712353936
2023-09-26 00:00:00-04:00,95.84397370044074,96.51147432397848,95.46254165475726,95.51022338867188,384400,0.0,0.0,-1.0,96.29453048706054,98.00010787963868,96.0878079702003,51.28209766274882
2023-09-27 00:00:00-04:00,94.52802315536798,94.6233866127545,93.43141614752646,94.33731079101562,638300,0.0,0.0,-1.0,96.03561363220214,97.9280339050293,95.92109395313508,52.810900032303195
2023-09-28 00:00:00-04:00,91.87707793810804,94.2991626892713,91.61007772974848,93.9940185546875,699100,0.0,0.0,-1.0,95.80079536437988,97.85554458618164,95.73756296280675,50.48539608009424
2023-09-29 00:00:00-04:00,96.8261563073082,96.8261563073082,94.72828369365459,95.51022338867188,1110500,0.0,0.0,-1.0,95.6683479309082,97.82134750366211,95.71591157479389,46.11559579561243
2023-10-02 00:00:00-04:00,95.35763331274134,95.72952750064422,94.41359478000402,95.06202697753906,326400,0.0,0.0,-1.0,95.46748428344726,97.78349853515626,95.65363685124582,44.30226197220729
2023-10-03 00:00:00-04:00,92.92601955578822,94.78549794665557,92.92601955578822,94.232421875,619500,0.0,0.0,-1.0,95.36979866027832,97.66512313842773,95.51828304398431,43.17103971615166
2023-10-04 00:00:00-04:00,93.49816882806958,94.72827598054212,93.49816882806958,94.56616973876953,671200,0.0,0.0,-1.0,95.34476737976074,97.54184982299805,95.42760558634481,42.17522608952502
2023-10-05 00:00:00-04:00,93.76516997523224,94.64245852482745,93.52677587315459,94.6233901977539,551100,0.0,0.0,-1.0,95.40627326965333,97.36660079956054,95.35101364457425,43.05813142083696
2023-10-06 00:00:00-04:00,95.06202738126287,96.95010445475609,95.06202738126287,96.25399780273438,1168200,0.0,0.0,-1.0,95.52737693786621,97.26171737670899,95.4370121358276,48.63810478087596
2023-10-09 00:00:00-04:00,97.11222114635653,99.36266212651519,96.94058437137866,99.24823760986328,1140100,0.0,0.0,-1.0,95.65467910766601,97.18826126098632,95.79998599049766,56.56519865775082
2023-10-10 00:00:00-04:00,100.70720444113415,101.68938697158858,100.02062826736119,101.47959899902344,1775300,0.0,0.0,-1.0,95.88639831542969,97.15487884521484,96.34090151511916,69.85761923652488
2023-10-11 00:00:00-04:00,103.02439699220375,104.7789741078339,102.89089687580626,103.73004150390625,1241700,0.0,0.0,-1.0,96.25161819458008,97.14886199951172,97.04462913309888,78.25469010050081
2023-10-12 00:00:00-04:00,103.69190281396064,103.69190281396064,101.18399932895181,102.24246978759766,854600,0.0,0.0,-1.0,96.51194496154785,97.16735260009766,97.53966157638447,65.18061654118364
2023-10-13 00:00:00-04:00,99.80130192827019,101.05048458922822,99.57243837151893,100.60230255126953,714300,0.0,0.0,-1.0,96.70265998840333,97.11395797729492,97.83134166923068,62.70353290601576
2023-10-16 00:00:00-04:00,99.60105422900631,101.72753284819547,99.00984150432512,101.21260070800781,792100,0.0,0.0,-1.0,96.92722702026367,97.07921981811523,98.1533663395904,66.24991520898593
2023-10-17 00:00:00-04:00,99.04797728495602,99.3626519487273,97.81786293047335,98.9526138305664,881300,0.0,0.0,-1.0,97.04403991699219,97.00554275512695,98.22948514825478,62.38479406548942
2023-10-18 00:00:00-04:00,99.38173362240272,100.49741626491763,98.83819536513566,99.2196273803711,1014100,0.0,0.0,-1.0,97.31676292419434,96.96092056274414,98.32378440845633,64.08014113628525
2023-10-19 00:00:00-04:00,98.01812439986534,99.362663414429,97.59854843280756,97.97998046875,951200,0.0,0.0,-1.0,97.60045204162597,96.88296783447265,98.29104117610335,56.755314042929704
2023-10-20 00:00:00-04:00,96.70220177749725,97.15991444903482,95.74862522404695,95.9488754272461,685600,0.0,0.0,-1.0,97.54228515625,96.76723892211913,98.06797777145027,52.23241155604891
2023-10-23 00:00:00-04:00,95.73907377908333,97.21711286119061,94.80456568877189,96.187255859375,1255300,0.0,0.0,-1.0,97.54466934204102,96.73576873779297,97.88886139887168,55.07175002929542
2023-10-24 00:00:00-04:00,96.18725709652281,102.49992840589499,96.18725709652281,101.0791015625,1154500,0.0,0.0,-1.0,97.82311325073242,96.80289428710938,98.19269379540772,63.66546915875523
2023-10-25 00:00:00-04:00,99.54383956824681,101.0218858946823,99.18148315621714,100.03970336914062,739100,0.0,0.0,-1.0,98.10823287963868,96.85587219238282,98.36859946909657,60.9146762758493
2023-10-26 00:00:00-04:00,100.4592751784636,100.65952535520609,99.30544857425546,100.20181274414062,512500,0.0,0.0,-1.0,98.41862258911132,96.93371963500977,98.54319120957695,58.45589484940948
2023-10-27 00:00:00-04:00,102.52852808256917,103.23417983439164,101.06002687522265,101.82288360595703,959500,0.0,0.0,-1.0,98.73425559997558,97.04569564819336,98.85554286637505,55.85935221119948
2023-10-30 00:00:00-04:00,102.7478521326404,104.16867886289137,102.62388982570918,102.84320831298828,1178600,0.0,0.0,-1.0,99.12331466674804,97.23783905029296,99.23532052795726,53.284323868207345
2023-10-31 00:00:00-04:00,102.83367125735708,103.94936112866142,100.78348790178963,101.95638275146484,1650800,0.0,0.0,-1.0,99.50951271057129,97.37221572875977,99.49446931114845,45.427711556623905
2023-11-01 00:00:00-04:00,102.31875641275812,103.42490131616381,101.61310459872571,103.32000732421875,959100,0.0,0.0,-1.0,99.94720458984375,97.50616653442383,99.85880626477419,52.79563324205571
2023-11-02 00:00:00-04:00,103.90169430250181,104.85527080007456,103.22465586225051,104.66455841064453,841100,0.0,0.0,-1.0,100.44926300048829,97.65221054077148,100.31649694533327,60.70356530877927
2023-11-03 00:00:00-04:00,105.01737009281645,107.86856886959131,105.01737009281645,107.48713684082031,1324300,0.0,0.0,-1.0,101.01091995239258,97.93154098510742,100.99941503061774,64.80649312584481
2023-11-06 00:00:00-05:00,107.33455785059557,107.33455785059557,105.37973058489163,106.3809814453125,736400,0.0,0.0,-1.0,101.36755714416503,98.18552291870117,101.51194516535057,68.53881923655902
2023-11-07 00:00:00-05:00,106.37143622783134,107.0198683848735,105.68486014682085,106.62889862060547,705700,0.0,0.0,-1.0,101.62502212524414,98.35396896362305,101.99927406585104,68.50880282495437
2023-11-08 00:00:00-05:00,106.46680359698841,107.51573615319704,106.16165944836025,106.91498565673828,515400,0.0,0.0,-1.0,101.78426933288574,98.50195571899414,102.46743707450696,73.43672640805991
2023-11-09 00:00:00-05:00,107.4489868788882,109.4610336243806,107.19152445716638,107.72552490234375,853600,0.0,0.0,-1.0,102.05842208862305,98.68265853881836,102.96820734382474,83.00370022095275
2023-11-10 00:00:00-05:00,107.18198046027156,108.92702688229679,107.10569260816762,108.59326934814453,592200,0.0,0.0,-1.0,102.4579704284668,98.89134048461914,103.50392753471233,83.58282379891624
2023-11-13 00:00:00-05:00,109.59452781756367,110.61485419890725,109.00330787432148,109.78524017333984,837300,0.0,0.0,-1.0,102.8866024017334,99.10545928955078,104.10214778601019,79.47058212826005
2023-11-14 00:00:00-05:00,108.9747085571289,109.81386043547768,107.61109403002264,108.9747085571289,1336400,0.0,0.0,-1.0,103.38770713806153,99.36123077392578,104.5662011927834,80.72131257630296
2023-11-15 00:00:00-05:00,110.61486024113607,110.92954219304498,108.77445753404669,109.7375717163086,1824800,0.0,0.0,-1.0,103.91360435485839,99.65464630126954,105.05871267121437,81.48614844354202
2023-11-16 00:00:00-05:00,106.03769353833917,109.39428656478131,104.41661655667593,107.13430786132812,2773200,0.0,0.0,-1.0,104.3713207244873,99.92946701049804,105.25638840360615,66.46955595204807
2023-11-17 00:00:00-05:00,110.85325243161715,112.3026853053294,109.73756983061392,111.70193481445312,2057400,0.0,0.0,-1.0,105.15897369384766,100.28686721801758,105.87024996654395,72.51576022354212
2023-11-20 00:00:00-05:00,110.74834982273332,113.38022242219182,110.00456148000173,112.97018432617188,1205800,0.0,0.0,-1.0,105.9981201171875,100.61222702026367,106.54643419127042,77.460767234587
2023-11-21 00:00:00-05:00,109.89967629766349,111.29189692046982,109.47056984259405,111.07257843017578,1014100,0.0,0.0,-1.0,106.49779396057129,100.89677429199219,106.97749554735664,68.82817627328681
2023-11-22 00:00:00-05:00,111.56843300825204,112.01661505701968,110.54810660422771,111.3395767211914,859800,0.0,0.0,-1.0,107.06278762817382,101.19505294799805,107.39293184962662,67.10654332497012
2023-11-24 00:00:00-05:00,107.2678051589387,110.07132204968924,107.143842848372,110.05225372314453,1576000,0.0,0.0,-1.0,107.55530967712403,101.4553793334961,107.64620059948547,57.1352837835945
2023-11-27 00:00:00-05:00,107.76366765265357,109.7566387746274,107.60155414053068,108.99378204345703,1596600,0.0,0.0,-1.0,107.91385459899902,101.69949493408203,107.77454168938752,57.28725529874842
2023-11-28 00:00:00-05:00,108.86982268234765,109.66129289012703,108.07835247456825,108.90796661376953,1043300,0.0,0.0,-1.0,108.21709251403809,101.9432290649414,107.88248692028105,56.414456308036144
2023-11-29 00:00:00-05:00,108.10695046247574,109.27030746648809,108.05926873619548,108.34534454345703,771700,0.0,0.0,-1.0,108.53654060363769,102.17780883789062,107.92656859867877,53.96405204435814
2023-11-30 00:00:00-05:00,108.58000316905786,108.91521384656116,106.55915226133753,108.68535614013672,1262200,0.495,0.0,-1.0,108.8048080444336,102.4762126159668,107.99883407881762,52.73127843204683
2023-12-01 00:00:00-05:00,107.27745980442448,107.88083900040239,104.49998644318958,104.75857543945312,1968600,0.0,0.0,-1.0,108.80950889587402,102.72526016235352,107.69023801792576,40.706086057381704
